64380;5-НОК таблетки 50мг
76208;9 месяцев Фолиевая кислота таблетки 400мкг
40908;120/80 таблетки массой 0,5г
103048;9 месяцев. Омегамама капсулы массой 0,7г
16565;L-тироксин 100 Берлин Хеми таблетки 100мкг № 100
16566;L-тироксин 100 Берлин Хеми таблетки 100мкг № 50
108147;L-тироксин 125 Берлин Хеми таблетки 125мкг
108148;L-тироксин 150 Берлин Хеми таблетки 150мкг
89232;L-тироксин 50 Берлин Хеми таблетки 50мкг № 50
105964;L-тироксин 75 Берлин-Хеми таблетки 75мкг
75494;L-тироксин 125 Берлин Хеми таблетки 125мкг
73207;L-тироксин 75 Берлин-Хеми таблетки 75мкг
49283;L-Карнитин 50мл
106221;"Капсулы ""Коэнзим Q-10 и L-карнитин"" капсулы массой 1580мг"
75495;L-тироксин 150 Берлин Хеми таблетки 150мкг
133535;"Dr.Изжогин ""Алмаксон"" гелеобразная суспензия 150мл"
133196;"Dr.Изжогин Плюс ""Алмаксон"" гелеобразная суспензия 10мл"
106987;L-Карнитин капсулы по 560мг
118015;L-карнитин таблетки таблетки массой 1040мг
99847;L-Тироксин таблетки 100мкг № 100
76908;L-Тироксин таблетки 50мкг № 50
125918;Neotravisil растительные пастилки со вкусом апельсина массой 2,5г
125919;Neotravisil растительные пастилки со вкусом клубники массой 2,5г
125920;Neotravisil растительные пастилки со вкусом лимона массой 2,5г
125921;Neotravisil растительные пастилки со вкусом мяты массой 2,5г
128060;Neotravisil растительные пастилки со вкусом меда и лимона 2,5г
134134;Vivacia Calcium Plus таблетки массой 1210мг
134133;Vivacia Multi Eye таблетки массой 675мг
134131;Vivacia Multi Relax таблетки массой 750мг
111617;L-Тироксин таблетки 50мкг № 50
134132;Vivacia Multi A-Z таблетки массой 715мг
125530;А-Церумен Плюс раствор 2мл
36848;Абактал таблетки 400мг
67411;А-церумен раствор 2мл № 10
134135;Vivacia Vitamin B Complex  таблетки массой 150мг
67410;А-церумен раствор 2мл
94649;А-церумен спрей 40мл
78064;Авамис спрей 27,5мкг/доза 120доз
99597;Авелокс таблетки 400мг
59309;Абуцел паста для стомы 45г
99145;Авелокс таблетки 400мг
107169;Аводарт капсулы 0,5мг № 30
107170;Аводарт капсулы 0,5мг № 90
100755;Агалатес таблетки 0,5мг
64671;Адаптол таблетки 500мг
106954;Авиамарин таблетки 50мг
45626;Агри (Антигриппин гомеопатический) таблетки для рассасывания
60083;Агри детский тб гомеопатические
106953;Авиамарин таблетки 50мг № 5
46153;Авиа-Море таблетки 
36879;Агри детский гранулы гомеопатические 10г
109811;Авиа-Море таблетки 
119840;Агалатес таблетки 0,5мг
65130;Адвантан крем 0,1% 15г
111404;Адвантан крем 0,1% 50г
111402;Адвантан мазь 0.1% 15г
128464;Аденурик таблетки 120мг
128463;Аденурик таблетки 80мг
71631;Адепресс таблетки 20мг
58560;АД Норма капсулы по 0,3г
74656;АД-минус таблетки массой 0,55г
97920;Адаклин крем 0,1% 30г
62951;"Адаптер ""AND"" сетевой ТВ-233С"
85299;Адаптер к тонометрам OMRON AC ADAPTER-S
111401;Адвантан крем 0,1% 15г
112595;Адвантан мазь жирная 0,1% 15г
111403;Адвантан мазь 0,1% 50г
133470;АджиКолд таблетки 30мг+500мг+10мг+2мг
117987;Адисорд капсулы 200мг
111695;Адвантан эмульсия 0,1% 20г
44113;Аджисепт таблетки д/расс медово-лимонные
68019;Адонис-бром таблетки 
133775;Аденопросин суппозитории 29мг
131943;Аджиколд Хотмикс порошок апельсиновый 5г
103100;Аджисепт таблетки д/расс лимонные № 24
44114;Аджисепт таблетки д/расс ментолово-эвкалиптовые
130904;Аджифлюкс таблетки 
116634;Аденурик таблетки 120мг
116637;Аденурик таблетки 80мг
44115;Аджисепт классический таблетки д/расс
102722;Аджисепт таблетки д/расс апельсиновые
102721;Аджисепт таблетки д/расс ананасовые
110448;Аджисепт таблетки д/расс лимонные № 12
75913;Адрианол капли 10мл
123944;Адиарин порошок 250мг
129585;Адуцил таблетки 100мг
133531;АЕ витамины-Форте капсулы массой 350мг
86724;Азарга капли глазные 5мл
73246;Азилект таблетки 1мг
69039;Адреналин раствор для инъекций 1мг/мл
109815;Аевит капсулы 
129584;Адуцил таблетки 50мг
68806;Аевит капсулы  № 10
54522;Аевит капсулы  № 20
128887;Адреналин-СОЛОфарм раствор для инъекций 1мг/мл 1мл
62097;Аекол раствор масляный 100мл
108220;Азафен таблетки 25мг
101498;Азидроп капли глазные 15мг/г 0,25г
47134;Аевит капсулы 
97287;Азелик гель 15% 30г
122337;Азелик гель 15% 15г
97286;Азелик гель 15% 5г № 1
72878;Азитрокс капсулы 500мг
105946;Азитрокс порошок д/приг сусп внутрь 100мг/5мл 15,9г
71306;Азитромицин капсулы 250мг № 6
119845;Азитромицин Экомед капсулы 250мг № 6
86789;Азитромицин-OBL капсулы 250мг № 6
104227;Азитромицин таблетки 125мг
96155;Азитромицин Форте таблетки 500мг
112363;Азитромицин таблетки 500мг № 3
119848;Азитромицин Экомед порошок 100мг/5мл 16,5г
119847;Азитромицин Экомед порошок 200мг/5мл 16,5г
62699;Аекол раствор масляный 100мл
102166;Азитрокс порошок д/приг сусп внутрь 200мг/5мл 15,9г
113312;Азитромицин капсулы 250мг
112105;Азитромицин таблетки 500мг № 3
104228;Азитромицин таблетки 500мг № 3
99812;Азикс-Дерм крем 20% 30г
77091;Азопт капли глазные 1% 5мл
127704;Азурикс таблетки 80мг
106783;Азитромицин Форте-OBL таблетки 500мг № 3
74766;Акатинол Мемантин таблетки 10мг № 30
75151;Акатинол Мемантин таблетки 10мг № 90
99303;Акатинол Мемантин таблеток набор 5мг 10мг 15мг 20мг
97148;Акатинол Мемантин таблетки 20мг № 28
95138;Акатинол Мемантин таблетки 20мг № 56
95265;Акатинол Мемантин таблетки 20мг № 98
97320;Азитромицин капсулы 500мг
86787;Азитромицин таблетки 500мг № 3
123186;"Аир корень ""Беловодье"" 50г"
67823;Азитрокс капсулы 250мг
128244;Азитромицин-Акрихин таблетки 500мг № 3
125452;Акатинол Мемантин таблетки 10мг № 90
111439;Акатинол Мемантин таблетки 20мг № 56
47248;Ай-Болит крем при ушибах и синяках 30мл
24103;Аира корневища сырье 75г
39170;Аква Марис спрей назальный 30мл
66629;Азитрал капсулы 500мг
119846;Азитромицин Экомед таблетки 500мг № 3
101819;Азитрокс капсулы 500мг
94557;Аква Марис Беби для детей 50мл
130285;Аква Марис Беби. Интенсивное промывание 150мл
45058;Аква Марис капли 10мл
49397;Аира корневища сырье 1,5г
108939;Аква Марис Норм 150мл
94555;Аква Марис Норм 50мл № 1
75702;Аква Марис Плюс спрей назальный 30мл
75701;Аква Марис Стронг спрей назальный 30мл № 1
130282;Аква Марис Экстрасильный средство от заложенности носа 150мл
75855;Аквадетрим капли 15000МЕ/мл 10мл
132339;Аквадетрим таблетки растворимые 500МЕ № 60
132340;Аквадетрим таблетки растворимые 500МЕ № 90
104153;Акатинол Мемантин таблетки 20мг № 28
123005;Аквалор софт спрей 150мл
120403;Аква Марис Эктоин спрей назальный 20мл
95917;Аквалор горло мини с Алоэ вера и Ромашкой римской спрей 50мл
122999;Аквалор беби спрей 150мл
69518;Акласта раствор для инъекций 5мг/100мл 100мл
78789;Акнекутан капсулы 16мг
78876;Акнекутан капсулы 8мг
47036;Аквацитрамон гранулы 3г
112392;Аквалор норм спрей 125мл
72880;Аквалор беби капли 15мл
104551;Аква-риносоль спрей назальный 0,9% 20мл
99895;Аквалор горло с Алоэ вера и Ромашкой римской спрей 125мл
123000;Аквалор беби спрей 150мл
122745;Аквалор беби аспиратор назальный
82743;Аквалор горло с Алоэ вера и Ромашкой римской спрей 125мл
67282;Аквалор норм спрей 125мл
83118;Аквалор софт мини спрей 50мл
123003;Аквалор форте спрей 150мл
47112;Акридерм ГК крем 15г
102329;"Аквалия Термаль ""Динамичное увлажнение"" крем для лица легкий для нормальной кожи, марки ""VICHY"" 50мл"
122746;Аквалор беби принадлежности к аспиратору назальному (фильтры сменные 10шт + насадка носовая)
86318;Акинетон таблетки 2мг
90009;Аккупро таблетки 10мг
111563;Аквалор экстра форте с Алоэ вера и Ромашкой римской спрей 125мл
128837;Аквалор Протект спрей 30мл
99894;Аквалор форте мини спрей 50мл
123001;Аквалор софт спрей 150мл
